"CASRN"	"DTXSID"	"Chemical_Name"	"LD50_mgkg"	"test_type"
"64-20-0"	"DTXSID80883212"	"Methanaminium, N,N,N-trimethyl-, bromide (1:1)"	50	"point estimate"
"64-43-7"	"DTXSID40213975"	"Amobarbital sodium [USP]"	275	"point estimate"
"64-60-8"	"DTXSID20213978"	"Butyrophenone, 4-(3-azaspiro(5.5)undec-3-yl)-4'-fluoro-, hydrochloride"	200	"point estimate"
"64-67-5"	"DTXSID1024045"	"Diethyl sulfate"	880	"point estimate"
"64-73-3"	"DTXSID0045252"	"Demeclocycline hydrochloride"	2372	"point estimate"
"64-75-5"	"DTXSID6021321"	"Tetracycline hydrochloride"	1500	"limit test (greater than)"
"64-75-5"	"DTXSID6021321"	"Tetracycline hydrochloride"	3000	"limit test (greater than)"
"64-75-5"	"DTXSID6021321"	"Tetracycline hydrochloride"	6443	"point estimate"
"64-77-7"	"DTXSID8021359"	"Tolbutamide"	2490	"point estimate"
"64-96-0"	"DTXSID70213983"	"U 11555A"	547	"point estimate"
"640-15-3"	"DTXSID9042469"	"Thiometon"	40	"point estimate"
"640-15-3"	"DTXSID9042469"	"Thiometon"	120	"limit test (greater than)"
"640-15-3"	"DTXSID9042469"	"Thiometon"	130	"limit test (less than)"
"640-19-7"	"DTXSID2034255"	"2-Fluoroacetamide"	4	"limit test (greater than)"
"640-19-7"	"DTXSID2034255"	"2-Fluoroacetamide"	5.75	"point estimate"
"640-19-7"	"DTXSID2034255"	"2-Fluoroacetamide"	13	"point estimate"
"640-19-7"	"DTXSID2034255"	"2-Fluoroacetamide"	15	"limit test (less than)"
"64011-46-7"	NA	NA	62	"point estimate"
"64011-70-7"	NA	NA	50	"point estimate"
"64011-84-3"	NA	NA	101	"point estimate"
"64011-88-7"	NA	NA	176	"point estimate"
"64019-93-8"	"DTXSID2045494"	"Dipivefrin hydrochloride"	183	"point estimate"
"64036-72-2"	"DTXSID00886664"	"2-Benzothiazolamine, 4-methyl-, hydrochloride (1:1)"	500	"point estimate"
"64036-99-3"	NA	NA	20	"point estimate"
"64037-00-9"	NA	NA	9.8	"point estimate"
"64037-08-7"	"DTXSID10214030"	"Benzoxazole, 2-amino-6-bromo-5-chloro-"	140	"point estimate"
"64037-10-1"	"DTXSID30214032"	"Benzoxazole, 2-amino-4-chloro-"	500	"point estimate"
"64037-11-2"	"DTXSID90214033"	"Benzoxazole, 2-amino-7-chloro-"	410	"point estimate"
"64037-13-4"	"DTXSID10214035"	"Benzoxazole, 2-amino-5-iodo-"	1000	"point estimate"
"64037-14-5"	"DTXSID70214036"	"Benzoxazole, 2-amino-5-methoxy-"	1000	"point estimate"
"64037-16-7"	"DTXSID90214038"	"Benzoxazole, 2-amino-5-nitro-"	1000	"limit test (greater than)"
"64037-18-9"	"DTXSID60214040"	"Benzoxazole, 5-chloro-2-(2-chloroacetamido)-"	1000	"limit test (greater than)"
"64037-21-4"	"DTXSID40214043"	"Benzoxazole, 5-chloro-2-(3-(dimethylamino)propyl)amino-"	1000	"limit test (greater than)"
"64037-23-6"	NA	NA	1000	"point estimate"
"64037-25-8"	"DTXSID20214046"	"Benzoxazole, 5-chloro-2-methylthio-"	2000	"limit test (greater than)"
"64037-28-1"	NA	NA	1000	"limit test (greater than)"
"64037-29-2"	"DTXSID40214048"	"Benzoxazole-7-sulfonic acid, 2-amino-5-chloro-"	1000	"limit test (greater than)"
"64037-53-2"	NA	NA	74	"point estimate"
"64037-74-7"	NA	NA	600	"point estimate"
"64037-75-8"	NA	NA	2049	"point estimate"
"64039-28-7"	"DTXSID90214078"	"2H-Pyran-2,4(3H)-dione, 3-acetyl-6-methyl-, sodium salt, monohydrate"	706	"point estimate"
"64047-34-3"	"DTXSID00214120"	"Acetic acid, bis(p-chlorophenyl)-, sodium salt"	600	"point estimate"
"64047-35-4"	"DTXSID60214121"	"Acetic acid, dichlorophenoxy-, butyl ester"	1500	"point estimate"
"64047-47-8"	NA	NA	5000	"point estimate"
"64047-48-9"	NA	NA	1500	"point estimate"
"64049-26-9"	NA	NA	1150	"point estimate"
"64049-33-8"	NA	NA	3115	"point estimate"
"64050-03-9"	NA	NA	2.5	"point estimate"
"64050-15-3"	NA	NA	820	"point estimate"
"64050-52-8"	"DTXSID90214179"	"Phosphoric acid, diethyl ester, ester with 6-chloro-3-(hydroxymethyl)-2-benzoxazolinone"	35	"point estimate"
"64050-54-0"	"DTXSID60214181"	"1H-Benz(de)isoquinoline-1,3(2H)-dione, 2-((dimethoxyphosphinyl)oxy)-"	70	"point estimate"
"64050-57-3"	"DTXSID20214182"	"Phosphorodithioic acid, S-(((o-chlorophenyl)thio)methyl) O,O-dimethyl ester"	13	"point estimate"
"64050-59-5"	NA	NA	443	"point estimate"
"64050-66-4"	NA	NA	25	"point estimate"
"64050-72-2"	NA	NA	49	"point estimate"
"64050-87-9"	NA	NA	2000	"point estimate"
"64057-54-1"	NA	NA	565	"point estimate"
"64057-58-5"	"DTXSID00214206"	"Trichloromethyl allyl perthioxanthate"	2180	"point estimate"
"64057-86-9"	NA	NA	2140	"point estimate"
"64057-88-1"	NA	NA	229	"point estimate"
"64057-89-2"	NA	NA	423	"point estimate"
"64057-91-6"	NA	NA	290	"point estimate"
"64057-98-3"	NA	NA	1035	"point estimate"
"64058-22-6"	NA	NA	220	"point estimate"
"64058-23-7"	NA	NA	55	"point estimate"
"64058-98-6"	NA	NA	220	"point estimate"
"64059-01-4"	NA	NA	95	"point estimate"
"64059-37-6"	NA	NA	1200	"point estimate"
"6406-56-0"	"DTXSID30884294"	"Benzenesulfonic acid, 4-[2-[4-[2-(2-hydroxy-1-naphthalenyl)diazenyl]phenyl]diazenyl]-, sodium salt (1:1)"	7736	"point estimate"
"64070-13-9"	NA	NA	6950	"limit test (greater than)"
"64092-48-4"	"DTXSID3033989"	"Sodium zomepirac"	27	"point estimate"
"64118-86-1"	NA	NA	3100	"point estimate"
"6413-10-1"	"DTXSID3041241"	"1,3-Dioxolane-2-acetic acid, 2-methyl-, ethyl ester"	5000	"limit test (greater than)"
"641571-11-1"	"DTXSID10475604"	"3-(4-methyl-1H-imidazol-1-yl)-5-(trifluoromethyl)aniline"	50	"limit test (greater than)"
"641571-11-1"	"DTXSID10475604"	"3-(4-methyl-1H-imidazol-1-yl)-5-(trifluoromethyl)aniline"	50	"point estimate"
"641571-11-1"	"DTXSID10475604"	"3-(4-methyl-1H-imidazol-1-yl)-5-(trifluoromethyl)aniline"	300	"limit test (less than)"
"6416-68-8"	"DTXSID4064341"	"Benzenesulfonic acid, 5-(2H-naphtho[1,2-d]triazol-2-yl)-2-(2-phenylethenyl)-, sodium salt"	21500	"limit test (greater than)"
"642-15-9"	"DTXSID3058668"	"Antimycin A1"	1469	"point estimate"
"642-78-4"	"DTXSID4045551"	"Cloxacillin sodium"	5000	"point estimate"
"642-83-1"	"DTXSID0048848"	"Aceglatone"	10000	"limit test (greater than)"
"64211-46-7"	"DTXSID2045943"	"Oxiconazole nitrate"	2458	"point estimate"
"64218-02-6"	NA	NA	10900	"point estimate"
"6422-83-9"	"DTXSID6052326"	"Toluene-2,4-dimaleimide"	2400	"point estimate"
"6423-43-4"	"DTXSID7027627"	"1,2-Propanediol, dinitrate"	250	"point estimate"
"64241-34-5"	"DTXSID4048725"	"Cadralazine"	2060	"point estimate"
"64249-01-0"	"DTXSID5058149"	"Anilofos"	472	"point estimate"
"6425-07-6"	"DTXSID00214468"	"C.I. 62580"	5000	"point estimate"
"6425-08-7"	"DTXSID60214469"	"Morpholine, 4,4'-benzylidenedi- (7CI,8CI)"	5060	"point estimate"
"64257-84-7"	"DTXSID0024002"	"Fenpropathrin"	66.7	"point estimate"
"64257-84-7"	"DTXSID0024002"	"Fenpropathrin"	70.6	"point estimate"
"64257-84-7"	"DTXSID0024002"	"Fenpropathrin"	74	"point estimate"
"6428-31-5"	"DTXSID3064356"	"C.I. Direct Black 19, disodium salt"	2000	"limit test (greater than)"
"6429-04-5"	NA	NA	700	"point estimate"
"643-28-7"	"DTXSID6052328"	"2-Isopropylaniline"	1180	"point estimate"
"6434-38-4"	NA	NA	5.9	"point estimate"
"64354-92-3"	"DTXSID4028123"	"Propanenitrile, 3-(isodecyloxy)-"	2000	"limit test (greater than)"
"64357-33-1"	"DTXSID50214574"	"4-Butyl-2'-fluorobenzophenone"	800	"point estimate"
"6436-04-0"	NA	NA	1000	"point estimate"
"6436-05-1"	NA	NA	140	"point estimate"
"64380-46-7"	NA	NA	1500	"point estimate"
"64399-29-7"	"DTXSID50874233"	"4H-PYRIDO[1,2-A]PYRIMIDINE-3-CARBOXAMIDE, 1,6,7,"	750	"point estimate"
"644-35-9"	"DTXSID9047702"	"2-Propylphenol"	500	"point estimate"
"644-62-2"	"DTXSID0048559"	"Meclofenamic acid"	100	"point estimate"
"644-64-4"	"DTXSID2041880"	"Dimetilan"	25	"point estimate"
"644-64-4"	"DTXSID2041880"	"Dimetilan"	50	"limit test (greater than)"
"644-97-3"	"DTXSID4027282"	"Phenyl phosphorus dichloride"	200	"point estimate"
"6440-58-0"	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	2000	"limit test (greater than)"
"6440-58-0"	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	2000	"point estimate"
"6440-58-0"	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	2890	"point estimate"
"6440-58-0"	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	3000	"limit test (greater than)"
"6440-58-0"	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	3220	"limit test (greater than)"
"6440-58-0"	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	3650	"limit test (less than)"
"6440-58-0"	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	3720	"point estimate"
"6440-58-0"	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	4250	"limit test (less than)"
"6440-58-0"	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	5000	"limit test (less than)"
"64461-82-1"	"DTXSID9046990"	"Tizanidine hydrochloride"	414	"point estimate"
"64485-93-4"	"DTXSID4046991"	"Cefotaxime sodium"	20000	"limit test (greater than)"
"64490-92-2"	"DTXSID5045594"	"Tolmetin sodium"	914	"point estimate"
"645-05-6"	"DTXSID4022579"	"Hexamethylmelamine"	350	"point estimate"
"645-56-7"	"DTXSID9022100"	"4-Propylphenol"	500	"point estimate"
"645-62-5"	"DTXSID4025296"	"2-Ethyl-2-hexenal"	3000	"point estimate"
"645-62-5"	"DTXSID4025296"	"2-Ethyl-2-hexenal"	4675	"point estimate"
"64506-49-6"	"DTXSID5023586"	"Sofalcone"	10000	"limit test (greater than)"
"6452-73-9"	"DTXSID5021093"	"Oxprenolol hydrochloride"	214	"point estimate"
"64529-56-2"	"DTXSID1041926"	"Ethiozin"	599	"point estimate"
"64532-95-2"	"DTXSID00214802"	"Phenol, 2-(1-methylethyl)-, phosphate (3:1)"	15800	"limit test (greater than)"
"64544-07-6"	"DTXSID0022775"	"Cefuroxime axetil"	10000	"limit test (greater than)"
"6458-13-5"	"DTXSID3041956"	"Ethyl dimethyl oleyl ammonium bromide"	500	"point estimate"
"646-06-0"	"DTXSID4027284"	"1,3-Dioxolane"	2000	"limit test (greater than)"
"646-06-0"	"DTXSID4027284"	"1,3-Dioxolane"	3000	"point estimate"
"646-06-0"	"DTXSID4027284"	"1,3-Dioxolane"	5200	"point estimate"
"646-06-0"	"DTXSID4027284"	"1,3-Dioxolane"	5800	"point estimate"
"646-07-1"	"DTXSID8060951"	"Pentanoic acid, 4-methyl-"	2050	"point estimate"
"64628-44-0"	"DTXSID5034355"	"Triflumuron"	5000	"limit test (greater than)"
"64632-00-4"	"DTXSID60214883"	"1H-1,2,4-Triazole-1-carboxamide, 3-tert-butyl-N,N-dimethyl-5-(methylthio)-"	15	"point estimate"
"64748-15-8"	"DTXSID00215071"	"Acetamide, 2-chloro-2,2-difluoro-N-(2-methyl-4-(((methylamino)carbonyl)oxy)phenyl)-"	48.5	"point estimate"
"64748-21-6"	"DTXSID9073593"	"Ethanesulfonamide, N-[2,6-dimethyl-4-[[(methylamino)carbonyl]oxy]phenyl]-"	780	"point estimate"
"6483-15-4"	"DTXSID90215126"	"Sophocarpine"	196	"point estimate"
"6485-40-1"	"DTXSID7041413"	"R-(-)-Carvone"	1640	"point estimate"
"6485-40-1"	"DTXSID7041413"	"R-(-)-Carvone"	4900	"point estimate"
"6485-40-1"	"DTXSID7041413"	"R-(-)-Carvone"	5400	"point estimate"
"6485-40-1"	"DTXSID7041413"	"R-(-)-Carvone"	5900	"point estimate"
"6485-91-2"	NA	NA	6300	"point estimate"
"64872-77-1"	"DTXSID6045452"	"Butoconazole nitrate"	1720	"point estimate"
"64896-26-0"	"DTXSID2020133"	"Benzalazine"	10000	"limit test (greater than)"
"64896-70-4"	"DTXSID60215219"	"Isosorbide dicaprylate"	2000	"limit test (greater than)"
"64902-72-3"	"DTXSID7023980"	"Chlorsulfuron"	5545	"point estimate"
"64902-72-3"	"DTXSID7023980"	"Chlorsulfuron"	6293	"point estimate"
"64910-63-0"	"DTXSID10215224"	"1-Butanesulfonamide, N-cyclohexyl-"	2816	"point estimate"
"6493-05-6"	"DTXSID7023437"	"Pentoxifylline"	1170	"point estimate"
"64951-25-3"	"DTXSID20215255"	"Benzamide, N-(1-(4-amino-6,7-dimethoxyquinazolin-2-yl)-4-piperidinyl)-N-methyl-, hydrochloride"	1000	"point estimate"
"64951-26-4"	"DTXSID80215256"	"Carbamic acid, ((1-(4-amino-6,7-dimethoxyquinazolin-2-yl)-4-piperidinyl)methyl)-, ethyl ester"	1000	"limit test (greater than)"
"64951-27-5"	"DTXSID40215257"	"1-Piperazinecarboxylic acid, 4-(4-amino-6,7-dimethoxyquinazolin-2-yl)-, cyclopropylmethyl ester, hydrochloride"	1150	"point estimate"
"64951-31-1"	NA	NA	1000	"limit test (greater than)"
"64951-32-2"	"DTXSID60215259"	"Carbamic acid, ((1-(4-amino-6,7-dimethoxyquinazolin-2-yl)-4-piperidinyl)methyl)methyl-, ethyl ester, hydrochloride"	660	"point estimate"
"64951-33-3"	"DTXSID70215260"	"2-Furancarboxamide, N-(1-(4-amino-6,7-dimethoxyquinazolin-2-yl)-4-piperidinyl)-N-methyl-"	1000	"limit test (greater than)"
"64951-34-4"	"DTXSID30215261"	"2-Furancarboxamide, N-((1-(4-amino-6,7-dimethoxyquinazolin-2-yl)-4-piperidinyl)methyl)-N-methyl-, hydrochloride"	1000	"limit test (greater than)"
"64973-73-5"	NA	NA	1000	"limit test (greater than)"
"65-14-5"	NA	NA	3500	"limit test (greater than)"
"65-29-2"	"DTXSID5023089"	"Gallamine triethiodide"	1000	"limit test (greater than)"
"65-45-2"	"DTXSID3021726"	"Salicylamide"	980	"point estimate"
"65-45-2"	"DTXSID3021726"	"Salicylamide"	1020	"point estimate"
"65-45-2"	"DTXSID3021726"	"Salicylamide"	1100	"point estimate"
"65-45-2"	"DTXSID3021726"	"Salicylamide"	1600	"limit test (greater than)"
"65-45-2"	"DTXSID3021726"	"Salicylamide"	2000	"limit test (less than)"
"65-85-0"	"DTXSID6020143"	"Benzoic acid"	1700	"point estimate"
"65-85-0"	"DTXSID6020143"	"Benzoic acid"	2360	"point estimate"
"65-85-0"	"DTXSID6020143"	"Benzoic acid"	2565	"point estimate"
"65-85-0"	"DTXSID6020143"	"Benzoic acid"	2742	"point estimate"
"650-51-1"	"DTXSID6034924"	"Sodium trichloroacetate"	2000	"limit test (greater than)"
"650-51-1"	"DTXSID6034924"	"Sodium trichloroacetate"	3000	"limit test (greater than)"
"650-51-1"	"DTXSID6034924"	"Sodium trichloroacetate"	3320	"point estimate"
"650-51-1"	"DTXSID6034924"	"Sodium trichloroacetate"	5000	"limit test (less than)"
"650-51-1"	"DTXSID6034924"	"Sodium trichloroacetate"	5060	"point estimate"
"650-51-1"	"DTXSID6034924"	"Sodium trichloroacetate"	6200	"point estimate"
"650-51-1"	"DTXSID6034924"	"Sodium trichloroacetate"	6900	"point estimate"
"65002-17-7"	"DTXSID2048587"	"Bucillamine"	3900	"point estimate"
"65008-94-8"	NA	NA	1260	"point estimate"
"6504-77-4"	"DTXSID30215362"	"6-Pteridinecarboxamide, 4-amino-N-(2-methoxyethyl)-7-((2-methoxyethyl)amino)-2-phenyl-"	5010	"point estimate"
"65043-22-3"	NA	NA	502	"point estimate"
"65089-17-0"	"DTXSID9020291"	"4-Chloro-6-(2,3-xylidino)-2-pyrimidinylthio(N-beta-hydroxyethyl)acetamide"	5000	"limit test (greater than)"
"65141-46-0"	"DTXSID8045692"	"Nicorandil"	1220	"point estimate"
"6515-38-4"	"DTXSID7038317"	"3,5,6-Trichloro-2-pyridinol"	800	"point estimate"
"65183-11-1"	"DTXSID10215486"	"4(3H)-Quinazolinone, 2-methyl-3-(3-methyl-1-phenyl-1H-pyrazol-5-yl)-"	1800	"point estimate"
"65189-78-8"	NA	NA	140	"point estimate"
"652-37-9"	"DTXSID6057796"	"Acephylline"	900	"point estimate"
"652-67-5"	"DTXSID5046196"	"Isosorbide"	2000	"limit test (greater than)"
"652-67-5"	"DTXSID5046196"	"Isosorbide"	24150	"point estimate"
"65216-94-6"	NA	NA	4550	"point estimate"
"6522-21-0"	NA	NA	1410	"point estimate"
"6522-86-7"	NA	NA	7460	"point estimate"
"65235-63-4"	"DTXSID0070285"	"9,10-Anthracenedione, 1,8-diamino-2-bromo-4,5-dihydroxy-"	12500	"point estimate"
"65242-49-1"	NA	NA	10000	"limit test (greater than)"
"65277-42-1"	"DTXSID7029879"	"Ketoconazole"	166	"point estimate"
"653-03-2"	"DTXSID1022712"	"Butaperazine"	413	"point estimate"
"65323-13-9"	"DTXSID90215666"	"Camphoric acid 3-methyl ester"	3430	"point estimate"
"6533-00-2"	"DTXSID3047477"	"dl-Norgestrel"	5010	"point estimate"
"65405-73-4"	"DTXSID90886330"	"Acetaldehyde, 2-[[(2E)-3,7-dimethyl-2,6-octadien-1-yl]oxy]-"	5000	"limit test (greater than)"
"65405-77-8"	"DTXSID8037750"	"(3Z)-Hex-3-en-1-yl salicylate"	5000	"point estimate"
"65463-19-6"	"DTXSID4073598"	"Glycine, N-[(hydroxyphenoxyphosphinyl)methyl]-, methyl ester"	4100	"point estimate"
"65489-04-5"	NA	NA	800	"point estimate"
"65489-05-6"	NA	NA	250	"point estimate"
"655-05-0"	NA	NA	3000	"limit test (greater than)"
"655-35-6"	"DTXSID2048749"	"Chromonar hydrochloride"	8000	"point estimate"
"65516-17-8"	NA	NA	700	"point estimate"
"656-49-5"	"DTXSID80215857"	"Benzimidazole, 5-chloro-2-(trifluoromethyl)-"	6.817	"point estimate"
"657-27-2"	"DTXSID9029198"	"L-Lysine, monohydrochloride"	10000	"point estimate"
"657-84-1"	"DTXSID9042415"	"Sodium 4-methylbenzenesulfonate"	3000	"limit test (greater than)"
"657-84-1"	"DTXSID9042415"	"Sodium 4-methylbenzenesulfonate"	7000	"limit test (greater than)"
"6574-99-8"	"DTXSID90215944"	"3,4-Dichlorobenzonitrile"	200	"point estimate"
"6574-99-8"	"DTXSID90215944"	"3,4-Dichlorobenzonitrile"	2000	"point estimate"
"65765-07-3"	"DTXSID2020343"	"Compound 50-892"	1595	"point estimate"
"65793-50-2"	"DTXSID10215981"	"Centazolone"	540	"point estimate"
"6586-89-6"	"DTXSID20216045"	"Naphthalene, 1,4-bis(chloromethyl)-"	2000	"point estimate"
"6587-23-1"	"DTXSID00216048"	"Benzimidazole, 4-bromo-2-(trifluoromethyl)-"	28	"point estimate"
"6587-45-7"	NA	NA	2.5	"point estimate"
"65871-41-2"	"DTXSID70216050"	"1,3,4-Thiadiazol-2(3H)-one, 5-(2-methylphenyl)-, hydrazone, monohydrochloride"	120	"point estimate"
"65899-73-2"	"DTXSID3046619"	"Tioconazole"	770	"point estimate"
"65907-30-4"	"DTXSID3052725"	"Furathiocarb"	53	"point estimate"
"65986-80-3"	"DTXSID50216199"	"Acetic acid, ethylnitrosaminomethyl ester"	810	"point estimate"
"66-22-8"	"DTXSID4021424"	"Uracil"	6000	"limit test (greater than)"
"66-25-1"	"DTXSID2021604"	"Hexanal"	4890	"point estimate"
"66-27-3"	"DTXSID7020845"	"Methyl methanesulfonate"	225	"point estimate"
"66-76-2"	"DTXSID8021729"	"Dicumarol"	250	"point estimate"
"66-77-3"	"DTXSID5058775"	"1-Naphthaldehyde"	667	"point estimate"
"66017-91-2"	"DTXSID50216235"	"Acetic acid, propylnitrosaminomethyl ester"	1000	"point estimate"
"66063-05-6"	"DTXSID3042261"	"Pencycuron"	5000	"limit test (greater than)"
"66064-11-7"	NA	NA	1600	"point estimate"
"6607-41-6"	NA	NA	2000	"limit test (greater than)"
"6607-45-0"	"DTXSID8073132"	".alpha.,.beta.-Dichlorostyrene"	4000	"point estimate"
"6607-49-4"	"DTXSID70216272"	"2-(Butylthio)ethyl vinyl ether"	2830	"point estimate"
"66085-59-4"	"DTXSID5023370"	"Nimodipine"	2738	"point estimate"
"6609-37-6"	"DTXSID60216281"	"Benzimidazole, 4-bromo-6-nitro-2-(trifluoromethyl)-"	14.5	"point estimate"
"6609-38-7"	"DTXSID20216282"	"Benzimidazole, 4,6-dinitro-2-(trifluoromethyl)-"	11.51	"point estimate"
"6609-39-8"	"DTXSID80216283"	"Benzimidazole, 5-chloro-4-nitro-2-(trifluoromethyl)-"	9.865	"point estimate"
"6609-40-1"	"DTXSID40216284"	"Benzimidazole, 5-chloro-6-nitro-2-(trifluoromethyl)-"	5.547	"point estimate"
"6609-42-3"	"DTXSID60216286"	"Benzimidazole, 4,5-dichloro-6-nitro-2-(trifluoromethyl)-"	55	"point estimate"
"6609-43-4"	"DTXSID20216287"	"Benzimidazole, 4,6-dichloro-5-nitro-2-(trifluoromethyl)-"	36	"point estimate"
"6609-53-6"	"DTXSID40216289"	"Benzimidazole, 4,6-dibromo-2-(trifluoromethyl)-"	5.977	"point estimate"
"661-19-8"	"DTXSID4027286"	"1-Docosanol"	2000	"limit test (greater than)"
"661-19-8"	"DTXSID4027286"	"1-Docosanol"	10000	"point estimate"
"6610-29-3"	"DTXSID7044390"	"N-Methylhydrazinecarbothioamide"	14	"point estimate"
"6610-29-3"	"DTXSID7044390"	"N-Methylhydrazinecarbothioamide"	16	"point estimate"
"66104-23-2"	"DTXSID6040583"	"Pergolide methanesulfonate"	8.4	"point estimate"
"66108-95-0"	"DTXSID6023157"	"Iohexol"	20000	"limit test (greater than)"
"6613-44-1"	"DTXSID4064420"	"Benzoyl chloride, 3,5-dimethyl-"	3162	"point estimate"
"6613-44-1"	"DTXSID4064420"	"Benzoyl chloride, 3,5-dimethyl-"	5000	"limit test (greater than)"
"6615-00-5"	"DTXSID70447807"	"11alpha-Hydroxy-estr-4-ene-3,17-dione"	300	"limit test (greater than)"
"6615-00-5"	"DTXSID70447807"	"11alpha-Hydroxy-estr-4-ene-3,17-dione"	2000	"limit test (less than)"
"66227-09-6"	"DTXSID80216420"	"Propyl-3-tert-butylphenoxyacetate"	1800	"point estimate"
"66230-04-4"	"DTXSID4032667"	"Esfenvalerate"	88	"point estimate"
"66230-04-4"	"DTXSID4032667"	"Esfenvalerate"	89	"point estimate"
"66230-04-4"	"DTXSID4032667"	"Esfenvalerate"	325	"point estimate"
"66232-25-5"	"DTXSID60216428"	"Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, butyl ester"	20	"point estimate"
"66232-28-8"	"DTXSID90216431"	"Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, tetradecyl ester"	46	"point estimate"
"66246-88-6"	"DTXSID8042260"	"Penconazole"	2000	"limit test (less than)"
"66246-88-6"	"DTXSID8042260"	"Penconazole"	2125	"point estimate"
"66257-53-2"	NA	NA	21142	"point estimate"
"6627-34-5"	"DTXSID9064425"	"2,5-Dichloro-4-nitroaniline"	2820	"point estimate"
"66309-83-9"	"DTXSID40469096"	"CHEMBL157327"	5000	"limit test (greater than)"
"66332-96-5"	"DTXSID8024109"	"Flutolanil"	10000	"limit test (greater than)"
"66332-96-5"	"DTXSID8024109"	"Flutolanil"	10000	"point estimate"
"66346-01-8"	"DTXSID7028300"	"1-(4-Chlorophenyl)-4,4-dimethyl-pentan-3-one"	3145	"point estimate"
"6635-73-0"	"DTXSID00216563"	"Biuret, 1-phenyl-2,4-dithio-"	250	"point estimate"
"66357-35-5"	"DTXSID8045191"	"Ranitidine"	5000	"limit test (greater than)"
"66364-74-7"	"DTXSID60216589"	"Enpiroline phosphate"	518	"point estimate"
"66415-55-2"	"DTXSID80402720"	"Aminopropylvinylether"	300	"limit test (greater than)"
"66415-55-2"	"DTXSID80402720"	"Aminopropylvinylether"	2000	"limit test (less than)"
"6642-31-5"	"DTXSID4074350"	"2,4(1H,3H)-Pyrimidinedione, 6-amino-1,3-dimethyl-"	5000	"limit test (greater than)"
"66441-11-0"	NA	NA	907	"point estimate"
"66441-23-4"	"DTXSID2032392"	"Fenoxaprop-ethyl"	2357	"point estimate"
"66441-23-4"	"DTXSID2032392"	"Fenoxaprop-ethyl"	2500	"point estimate"
"66441-23-4"	"DTXSID2032392"	"Fenoxaprop-ethyl"	3150	"limit test (greater than)"
"6645-46-1"	NA	NA	6890	"point estimate"
"66492-51-1"	"DTXSID5074923"	"2-Propenoic acid, (5-ethyl-1,3-dioxan-5-yl)methyl ester"	2000	"limit test (greater than)"
"66501-16-4"	"DTXSID60216706"	"2-Pyrimidinamine, N-(2,6-dichlorophenyl)-"	4720	"point estimate"
"66505-62-2"	"DTXSID20216707"	"Furo(2,3-d)pyrimidin-4-amine, 2-(ethylthio)-5-methyl-, monohydrobromide"	5000	"limit test (greater than)"
"66505-63-3"	"DTXSID80216708"	"Furo(2,3-d)pyrimidin-4-amine, 5-methyl-2-(methylthio)-, monohydrobromide"	5000	"limit test (greater than)"
"66508-37-0"	"DTXSID10216711"	"Fosmidomycin sodium"	11000	"limit test (greater than)"
"66525-27-7"	"DTXSID6032649"	"Tetramethrin"	4900	"point estimate"
"66571-24-2"	NA	NA	1310	"point estimate"
"66575-29-9"	"DTXSID8040484"	"Forskolin"	2550	"point estimate"
"6659-45-6"	"DTXSID5041227"	"1',2'-Dihydrorotenone"	2500	"point estimate"
"6659-62-7"	NA	NA	460	"point estimate"
"666-84-2"	"DTXSID40216769"	"Abietyl alcohol"	2000	"limit test (greater than)"
"66637-25-0"	NA	NA	1.11	"point estimate"
"66637-32-9"	NA	NA	5.66	"point estimate"
"66637-35-2"	NA	NA	3.54	"point estimate"
"66660-95-5"	NA	NA	537	"point estimate"
"66669-53-2"	NA	NA	4000	"limit test (greater than)"
"6670-95-7"	NA	NA	2069	"point estimate"
"6673-35-4"	"DTXSID0021179"	"Practolol"	3458	"point estimate"
"66734-13-2"	"DTXSID6045535"	"Alclometasone dipropionate"	3593	"point estimate"
"6674-22-2"	"DTXSID2049424"	"1,8-Diazabicyclo[5.4.0]undec-7-ene"	215	"limit test (greater than)"
"6674-22-2"	"DTXSID2049424"	"1,8-Diazabicyclo[5.4.0]undec-7-ene"	681	"limit test (less than)"
"66794-74-9"	"DTXSID2049004"	"Encainide hydrochloride"	57	"point estimate"
"66803-19-8"	"DTXSID3048609"	"Micronomicin sulfate"	10000	"limit test (greater than)"
"66827-38-1"	"DTXSID8058451"	"SD-43775"	451	"point estimate"
"6683-17-6"	NA	NA	910	"point estimate"
"6683-19-8"	"DTXSID1027633"	"Irganox 1010"	5000	"limit test (greater than)"
